LAMMPS data file for polymer chains

1080 atoms
1020 bonds

2 atom types
1 bond types

0.0 32.0 xlo xhi
0.0 32.0 ylo yhi
0.0 32.0 zlo zhi

Masses

1 1.0  # Type A
2 1.0  # Type B

Atoms # molecular

1 1 1 0.000 0.000 0.000
2 1 1 0.000 0.000 0.780
3 1 1 0.000 0.000 1.561
4 1 1 0.000 0.000 2.341
5 1 1 0.000 0.000 3.122
6 1 1 0.000 0.000 3.902
7 1 1 0.000 0.000 4.683
8 1 1 0.000 0.000 5.463
9 1 1 0.000 0.000 6.244
10 1 1 0.000 0.000 7.024
11 1 1 0.000 0.000 7.805
12 1 1 0.000 0.000 8.585
13 1 1 0.000 0.000 9.366
14 1 1 0.000 0.000 10.146
15 1 1 0.000 0.000 10.927
16 1 1 0.000 0.000 11.707
17 1 1 0.000 0.000 12.488
18 1 1 0.000 0.000 13.268
19 2 1 5.079 0.000 0.000
20 2 1 5.079 0.000 0.780
21 2 1 5.079 0.000 1.561
22 2 1 5.079 0.000 2.341
23 2 1 5.079 0.000 3.122
24 2 1 5.079 0.000 3.902
25 2 1 5.079 0.000 4.683
26 2 1 5.079 0.000 5.463
27 2 1 5.079 0.000 6.244
28 2 1 5.079 0.000 7.024
29 2 1 5.079 0.000 7.805
30 2 1 5.079 0.000 8.585
31 2 1 5.079 0.000 9.366
32 2 1 5.079 0.000 10.146
33 2 1 5.079 0.000 10.927
34 2 1 5.079 0.000 11.707
35 2 1 5.079 0.000 12.488
36 2 1 5.079 0.000 13.268
37 3 1 10.159 0.000 0.000
38 3 1 10.159 0.000 0.780
39 3 1 10.159 0.000 1.561
40 3 1 10.159 0.000 2.341
41 3 1 10.159 0.000 3.122
42 3 1 10.159 0.000 3.902
43 3 1 10.159 0.000 4.683
44 3 1 10.159 0.000 5.463
45 3 1 10.159 0.000 6.244
46 3 1 10.159 0.000 7.024
47 3 1 10.159 0.000 7.805
48 3 1 10.159 0.000 8.585
49 3 1 10.159 0.000 9.366
50 3 1 10.159 0.000 10.146
51 3 1 10.159 0.000 10.927
52 3 1 10.159 0.000 11.707
53 3 1 10.159 0.000 12.488
54 3 1 10.159 0.000 13.268
55 4 1 15.238 0.000 0.000
56 4 1 15.238 0.000 0.780
57 4 1 15.238 0.000 1.561
58 4 1 15.238 0.000 2.341
59 4 1 15.238 0.000 3.122
60 4 1 15.238 0.000 3.902
61 4 1 15.238 0.000 4.683
62 4 1 15.238 0.000 5.463
63 4 1 15.238 0.000 6.244
64 4 1 15.238 0.000 7.024
65 4 1 15.238 0.000 7.805
66 4 1 15.238 0.000 8.585
67 4 1 15.238 0.000 9.366
68 4 1 15.238 0.000 10.146
69 4 1 15.238 0.000 10.927
70 4 1 15.238 0.000 11.707
71 4 1 15.238 0.000 12.488
72 4 1 15.238 0.000 13.268
73 5 1 20.317 0.000 0.000
74 5 1 20.317 0.000 0.780
75 5 1 20.317 0.000 1.561
76 5 1 20.317 0.000 2.341
77 5 1 20.317 0.000 3.122
78 5 1 20.317 0.000 3.902
79 5 1 20.317 0.000 4.683
80 5 1 20.317 0.000 5.463
81 5 1 20.317 0.000 6.244
82 5 1 20.317 0.000 7.024
83 5 1 20.317 0.000 7.805
84 5 1 20.317 0.000 8.585
85 5 1 20.317 0.000 9.366
86 5 1 20.317 0.000 10.146
87 5 1 20.317 0.000 10.927
88 5 1 20.317 0.000 11.707
89 5 1 20.317 0.000 12.488
90 5 1 20.317 0.000 13.268
91 6 1 25.397 0.000 0.000
92 6 1 25.397 0.000 0.780
93 6 1 25.397 0.000 1.561
94 6 1 25.397 0.000 2.341
95 6 1 25.397 0.000 3.122
96 6 1 25.397 0.000 3.902
97 6 1 25.397 0.000 4.683
98 6 1 25.397 0.000 5.463
99 6 1 25.397 0.000 6.244
100 6 1 25.397 0.000 7.024
101 6 1 25.397 0.000 7.805
102 6 1 25.397 0.000 8.585
103 6 1 25.397 0.000 9.366
104 6 1 25.397 0.000 10.146
105 6 1 25.397 0.000 10.927
106 6 1 25.397 0.000 11.707
107 6 1 25.397 0.000 12.488
108 6 1 25.397 0.000 13.268
109 7 1 0.000 6.038 0.000
110 7 1 0.000 6.038 0.780
111 7 1 0.000 6.038 1.561
112 7 1 0.000 6.038 2.341
113 7 1 0.000 6.038 3.122
114 7 1 0.000 6.038 3.902
115 7 1 0.000 6.038 4.683
116 7 1 0.000 6.038 5.463
117 7 1 0.000 6.038 6.244
118 7 1 0.000 6.038 7.024
119 7 1 0.000 6.038 7.805
120 7 1 0.000 6.038 8.585
121 7 1 0.000 6.038 9.366
122 7 1 0.000 6.038 10.146
123 7 1 0.000 6.038 10.927
124 7 1 0.000 6.038 11.707
125 7 1 0.000 6.038 12.488
126 7 1 0.000 6.038 13.268
127 8 1 5.079 6.038 0.000
128 8 1 5.079 6.038 0.780
129 8 1 5.079 6.038 1.561
130 8 1 5.079 6.038 2.341
131 8 1 5.079 6.038 3.122
132 8 1 5.079 6.038 3.902
133 8 1 5.079 6.038 4.683
134 8 1 5.079 6.038 5.463
135 8 1 5.079 6.038 6.244
136 8 1 5.079 6.038 7.024
137 8 1 5.079 6.038 7.805
138 8 1 5.079 6.038 8.585
139 8 1 5.079 6.038 9.366
140 8 1 5.079 6.038 10.146
141 8 1 5.079 6.038 10.927
142 8 1 5.079 6.038 11.707
143 8 1 5.079 6.038 12.488
144 8 1 5.079 6.038 13.268
145 9 1 10.159 6.038 0.000
146 9 1 10.159 6.038 0.780
147 9 1 10.159 6.038 1.561
148 9 1 10.159 6.038 2.341
149 9 1 10.159 6.038 3.122
150 9 1 10.159 6.038 3.902
151 9 1 10.159 6.038 4.683
152 9 1 10.159 6.038 5.463
153 9 1 10.159 6.038 6.244
154 9 1 10.159 6.038 7.024
155 9 1 10.159 6.038 7.805
156 9 1 10.159 6.038 8.585
157 9 1 10.159 6.038 9.366
158 9 1 10.159 6.038 10.146
159 9 1 10.159 6.038 10.927
160 9 1 10.159 6.038 11.707
161 9 1 10.159 6.038 12.488
162 9 1 10.159 6.038 13.268
163 10 1 15.238 6.038 0.000
164 10 1 15.238 6.038 0.780
165 10 1 15.238 6.038 1.561
166 10 1 15.238 6.038 2.341
167 10 1 15.238 6.038 3.122
168 10 1 15.238 6.038 3.902
169 10 1 15.238 6.038 4.683
170 10 1 15.238 6.038 5.463
171 10 1 15.238 6.038 6.244
172 10 1 15.238 6.038 7.024
173 10 1 15.238 6.038 7.805
174 10 1 15.238 6.038 8.585
175 10 1 15.238 6.038 9.366
176 10 1 15.238 6.038 10.146
177 10 1 15.238 6.038 10.927
178 10 1 15.238 6.038 11.707
179 10 1 15.238 6.038 12.488
180 10 1 15.238 6.038 13.268
181 11 1 20.317 6.038 0.000
182 11 1 20.317 6.038 0.780
183 11 1 20.317 6.038 1.561
184 11 1 20.317 6.038 2.341
185 11 1 20.317 6.038 3.122
186 11 1 20.317 6.038 3.902
187 11 1 20.317 6.038 4.683
188 11 1 20.317 6.038 5.463
189 11 1 20.317 6.038 6.244
190 11 1 20.317 6.038 7.024
191 11 1 20.317 6.038 7.805
192 11 1 20.317 6.038 8.585
193 11 1 20.317 6.038 9.366
194 11 1 20.317 6.038 10.146
195 11 1 20.317 6.038 10.927
196 11 1 20.317 6.038 11.707
197 11 1 20.317 6.038 12.488
198 11 1 20.317 6.038 13.268
199 12 1 25.397 6.038 0.000
200 12 1 25.397 6.038 0.780
201 12 1 25.397 6.038 1.561
202 12 1 25.397 6.038 2.341
203 12 1 25.397 6.038 3.122
204 12 1 25.397 6.038 3.902
205 12 1 25.397 6.038 4.683
206 12 1 25.397 6.038 5.463
207 12 1 25.397 6.038 6.244
208 12 1 25.397 6.038 7.024
209 12 1 25.397 6.038 7.805
210 12 1 25.397 6.038 8.585
211 12 1 25.397 6.038 9.366
212 12 1 25.397 6.038 10.146
213 12 1 25.397 6.038 10.927
214 12 1 25.397 6.038 11.707
215 12 1 25.397 6.038 12.488
216 12 1 25.397 6.038 13.268
217 13 1 0.000 12.075 0.000
218 13 1 0.000 12.075 0.780
219 13 1 0.000 12.075 1.561
220 13 1 0.000 12.075 2.341
221 13 1 0.000 12.075 3.122
222 13 1 0.000 12.075 3.902
223 13 1 0.000 12.075 4.683
224 13 1 0.000 12.075 5.463
225 13 1 0.000 12.075 6.244
226 13 1 0.000 12.075 7.024
227 13 1 0.000 12.075 7.805
228 13 1 0.000 12.075 8.585
229 13 1 0.000 12.075 9.366
230 13 1 0.000 12.075 10.146
231 13 1 0.000 12.075 10.927
232 13 1 0.000 12.075 11.707
233 13 1 0.000 12.075 12.488
234 13 1 0.000 12.075 13.268
235 14 1 5.079 12.075 0.000
236 14 1 5.079 12.075 0.780
237 14 1 5.079 12.075 1.561
238 14 1 5.079 12.075 2.341
239 14 1 5.079 12.075 3.122
240 14 1 5.079 12.075 3.902
241 14 1 5.079 12.075 4.683
242 14 1 5.079 12.075 5.463
243 14 1 5.079 12.075 6.244
244 14 1 5.079 12.075 7.024
245 14 1 5.079 12.075 7.805
246 14 1 5.079 12.075 8.585
247 14 1 5.079 12.075 9.366
248 14 1 5.079 12.075 10.146
249 14 1 5.079 12.075 10.927
250 14 1 5.079 12.075 11.707
