LAMMPS data file for polymer chains

1320 atoms
1260 bonds

2 atom types
1 bond types

0.0 32.0 xlo xhi
0.0 32.0 ylo yhi
0.0 32.0 zlo zhi

Masses

1 1.0  # Type A
2 1.0  # Type B

Atoms # molecular

1 1 1 0.000 0.000 0.000
2 1 1 0.000 0.000 0.653
3 1 1 0.000 0.000 1.306
4 1 1 0.000 0.000 1.959
5 1 1 0.000 0.000 2.612
6 1 1 0.000 0.000 3.265
7 1 1 0.000 0.000 3.918
8 1 1 0.000 0.000 4.571
9 1 1 0.000 0.000 5.224
10 1 1 0.000 0.000 5.878
11 1 1 0.000 0.000 6.531
12 1 1 0.000 0.000 7.184
13 1 1 0.000 0.000 7.837
14 1 1 0.000 0.000 8.490
15 1 1 0.000 0.000 9.143
16 1 1 0.000 0.000 9.796
17 1 1 0.000 0.000 10.449
18 1 1 0.000 0.000 11.102
19 1 1 0.000 0.000 11.755
20 1 1 0.000 0.000 12.408
21 1 1 0.000 0.000 13.061
22 1 1 0.000 0.000 13.714
23 2 1 5.079 0.000 0.000
24 2 1 5.079 0.000 0.653
25 2 1 5.079 0.000 1.306
26 2 1 5.079 0.000 1.959
27 2 1 5.079 0.000 2.612
28 2 1 5.079 0.000 3.265
29 2 1 5.079 0.000 3.918
30 2 1 5.079 0.000 4.571
31 2 1 5.079 0.000 5.224
32 2 1 5.079 0.000 5.878
33 2 1 5.079 0.000 6.531
34 2 1 5.079 0.000 7.184
35 2 1 5.079 0.000 7.837
36 2 1 5.079 0.000 8.490
37 2 1 5.079 0.000 9.143
38 2 1 5.079 0.000 9.796
39 2 1 5.079 0.000 10.449
40 2 1 5.079 0.000 11.102
41 2 1 5.079 0.000 11.755
42 2 1 5.079 0.000 12.408
43 2 1 5.079 0.000 13.061
44 2 1 5.079 0.000 13.714
45 3 1 10.159 0.000 0.000
46 3 1 10.159 0.000 0.653
47 3 1 10.159 0.000 1.306
48 3 1 10.159 0.000 1.959
49 3 1 10.159 0.000 2.612
50 3 1 10.159 0.000 3.265
51 3 1 10.159 0.000 3.918
52 3 1 10.159 0.000 4.571
53 3 1 10.159 0.000 5.224
54 3 1 10.159 0.000 5.878
55 3 1 10.159 0.000 6.531
56 3 1 10.159 0.000 7.184
57 3 1 10.159 0.000 7.837
58 3 1 10.159 0.000 8.490
59 3 1 10.159 0.000 9.143
60 3 1 10.159 0.000 9.796
61 3 1 10.159 0.000 10.449
62 3 1 10.159 0.000 11.102
63 3 1 10.159 0.000 11.755
64 3 1 10.159 0.000 12.408
65 3 1 10.159 0.000 13.061
66 3 1 10.159 0.000 13.714
67 4 1 15.238 0.000 0.000
68 4 1 15.238 0.000 0.653
69 4 1 15.238 0.000 1.306
70 4 1 15.238 0.000 1.959
71 4 1 15.238 0.000 2.612
72 4 1 15.238 0.000 3.265
73 4 1 15.238 0.000 3.918
74 4 1 15.238 0.000 4.571
75 4 1 15.238 0.000 5.224
76 4 1 15.238 0.000 5.878
77 4 1 15.238 0.000 6.531
78 4 1 15.238 0.000 7.184
79 4 1 15.238 0.000 7.837
80 4 1 15.238 0.000 8.490
81 4 1 15.238 0.000 9.143
82 4 1 15.238 0.000 9.796
83 4 1 15.238 0.000 10.449
84 4 1 15.238 0.000 11.102
85 4 1 15.238 0.000 11.755
86 4 1 15.238 0.000 12.408
87 4 1 15.238 0.000 13.061
88 4 1 15.238 0.000 13.714
89 5 1 20.317 0.000 0.000
90 5 1 20.317 0.000 0.653
91 5 1 20.317 0.000 1.306
92 5 1 20.317 0.000 1.959
93 5 1 20.317 0.000 2.612
94 5 1 20.317 0.000 3.265
95 5 1 20.317 0.000 3.918
96 5 1 20.317 0.000 4.571
97 5 1 20.317 0.000 5.224
98 5 1 20.317 0.000 5.878
99 5 1 20.317 0.000 6.531
100 5 1 20.317 0.000 7.184
101 5 1 20.317 0.000 7.837
102 5 1 20.317 0.000 8.490
103 5 1 20.317 0.000 9.143
104 5 1 20.317 0.000 9.796
105 5 1 20.317 0.000 10.449
106 5 1 20.317 0.000 11.102
107 5 1 20.317 0.000 11.755
108 5 1 20.317 0.000 12.408
109 5 1 20.317 0.000 13.061
110 5 1 20.317 0.000 13.714
111 6 1 25.397 0.000 0.000
112 6 1 25.397 0.000 0.653
113 6 1 25.397 0.000 1.306
114 6 1 25.397 0.000 1.959
115 6 1 25.397 0.000 2.612
116 6 1 25.397 0.000 3.265
117 6 1 25.397 0.000 3.918
118 6 1 25.397 0.000 4.571
119 6 1 25.397 0.000 5.224
120 6 1 25.397 0.000 5.878
121 6 1 25.397 0.000 6.531
122 6 1 25.397 0.000 7.184
123 6 1 25.397 0.000 7.837
124 6 1 25.397 0.000 8.490
125 6 1 25.397 0.000 9.143
126 6 1 25.397 0.000 9.796
127 6 1 25.397 0.000 10.449
128 6 1 25.397 0.000 11.102
129 6 1 25.397 0.000 11.755
130 6 1 25.397 0.000 12.408
131 6 1 25.397 0.000 13.061
132 6 1 25.397 0.000 13.714
133 7 1 0.000 6.038 0.000
134 7 1 0.000 6.038 0.653
135 7 1 0.000 6.038 1.306
136 7 1 0.000 6.038 1.959
137 7 1 0.000 6.038 2.612
138 7 1 0.000 6.038 3.265
139 7 1 0.000 6.038 3.918
140 7 1 0.000 6.038 4.571
141 7 1 0.000 6.038 5.224
142 7 1 0.000 6.038 5.878
143 7 1 0.000 6.038 6.531
144 7 1 0.000 6.038 7.184
145 7 1 0.000 6.038 7.837
146 7 1 0.000 6.038 8.490
147 7 1 0.000 6.038 9.143
148 7 1 0.000 6.038 9.796
149 7 1 0.000 6.038 10.449
150 7 1 0.000 6.038 11.102
151 7 1 0.000 6.038 11.755
152 7 1 0.000 6.038 12.408
153 7 1 0.000 6.038 13.061
154 7 1 0.000 6.038 13.714
155 8 1 5.079 6.038 0.000
156 8 1 5.079 6.038 0.653
157 8 1 5.079 6.038 1.306
158 8 1 5.079 6.038 1.959
159 8 1 5.079 6.038 2.612
160 8 1 5.079 6.038 3.265
161 8 1 5.079 6.038 3.918
162 8 1 5.079 6.038 4.571
163 8 1 5.079 6.038 5.224
164 8 1 5.079 6.038 5.878
165 8 1 5.079 6.038 6.531
166 8 1 5.079 6.038 7.184
167 8 1 5.079 6.038 7.837
168 8 1 5.079 6.038 8.490
169 8 1 5.079 6.038 9.143
170 8 1 5.079 6.038 9.796
171 8 1 5.079 6.038 10.449
172 8 1 5.079 6.038 11.102
173 8 1 5.079 6.038 11.755
174 8 1 5.079 6.038 12.408
175 8 1 5.079 6.038 13.061
176 8 1 5.079 6.038 13.714
177 9 1 10.159 6.038 0.000
178 9 1 10.159 6.038 0.653
179 9 1 10.159 6.038 1.306
180 9 1 10.159 6.038 1.959
181 9 1 10.159 6.038 2.612
182 9 1 10.159 6.038 3.265
183 9 1 10.159 6.038 3.918
184 9 1 10.159 6.038 4.571
185 9 1 10.159 6.038 5.224
186 9 1 10.159 6.038 5.878
187 9 1 10.159 6.038 6.531
